Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
DRR513291,2023-11-16 12:52:40,2023-11-16 12:56:08,28492001,8547600300,28492001,300,3029,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513291/DRR513291.lite.1,DRX497177,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341453,SAMD00656859,simple,9739,Tursiops truncatus,SAMD00656859,,,,,female,,no,,,,,NUBS,DRA017425,,public,0448D53CEB4F9F249517D2F8A86B18BD,6572222A8A702498BA78E8C6A5B4972A
DRR513292,2023-11-16 12:52:40,2023-11-16 12:56:14,24777843,7433352900,24777843,300,2620,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513292/DRR513292.lite.1,DRX497178,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341454,SAMD00656860,simple,9739,Tursiops truncatus,SAMD00656860,,,,,female,,no,,,,,NUBS,DRA017425,,public,AAD89F11F33553525E19D4EFFFC4288E,8D5017A5929A60CFC262D323262E14C7
SRR13760462,2021-07-20 04:34:43,2021-02-22 07:10:44,44917332,12484468414,44917332,277,3727,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13760/SRR13760462/SRR13760462.lite.1,SRX10147189,Ttr,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP307430,PRJNA703781,,703781,SRS8299805,SAMN18024375,simple,9739,Tursiops truncatus,Ttr,,,,,male,,no,,,,,CIIMAR - INTERDISCIPLINARY CENTRE OF MARINE AND ENVIRONMENTAL RESEARCH,SRA1198583,,public,C4FB6B7E603106CD40F5B9BC715E6B6C,CC62018A14038EE3DEDC109F969521E8
DRR513293,2023-11-16 12:52:40,2023-11-16 12:57:30,24664082,7399224600,24664082,300,2616,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513293/DRR513293.lite.1,DRX497179,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341455,SAMD00656861,simple,9739,Tursiops truncatus,SAMD00656861,,,,,female,,no,,,,,NUBS,DRA017425,,public,7AFE78C94DBE13678626DBAB8906A2B8,D88A3423B38E9FADA60F1099B6D922BB
DRR513294,2023-11-16 12:52:40,2023-11-16 13:04:26,26233958,7870187400,26233958,300,2794,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513294/DRR513294.lite.1,DRX497180,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341456,SAMD00656862,simple,9739,Tursiops truncatus,SAMD00656862,,,,,female,,no,,,,,NUBS,DRA017425,,public,D1185FB2DBF90B35CFF7AE20569DF7D1,4646BDA3C0B24B0C01471B680FE22CF0
DRR513295,2023-11-16 12:52:40,2023-11-16 13:06:59,29199748,8759924400,29199748,300,3146,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513295/DRR513295.lite.1,DRX497181,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341457,SAMD00656863,simple,9739,Tursiops truncatus,SAMD00656863,,,,,female,,no,,,,,NUBS,DRA017425,,public,F02C00395D987493734DD7BE2CA164B3,530DC5EB4C38894213B0F0051A1CCB92
DRR513296,2023-11-16 12:52:40,2023-11-16 12:55:44,24452195,7335658500,24452195,300,2610,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513296/DRR513296.lite.1,DRX497182,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341458,SAMD00656864,simple,9739,Tursiops truncatus,SAMD00656864,,,,,female,,no,,,,,NUBS,DRA017425,,public,F307B2AE803C5E37FFA1392FA5AF32B9,15FDBC1115F27CDD6AB9D05568A8CDE7
DRR513297,2023-11-16 12:52:40,2023-11-16 13:01:50,26805425,8041627500,26805425,300,2953,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513297/DRR513297.lite.1,DRX497183,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341459,SAMD00656865,simple,9739,Tursiops truncatus,SAMD00656865,,,,,female,,no,,,,,NUBS,DRA017425,,public,2B9AF67DEE6E57ECDE6A9F78366060BC,05126FCFC5E659F595E52DE2F21CE95D
DRR513298,2023-11-16 12:52:40,2023-11-16 12:59:44,27011339,8103401700,27011339,300,2911,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513298/DRR513298.lite.1,DRX497184,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341460,SAMD00656866,simple,9739,Tursiops truncatus,SAMD00656866,,,,,female,,no,,,,,NUBS,DRA017425,,public,5DD488E436ECEC35CE3C698B0CC76B06,53F86AB1512DEC44222E462704D09D19
DRR513299,2023-11-16 12:52:40,2023-11-16 12:57:25,28371635,8511490500,28371635,300,3089,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513299/DRR513299.lite.1,DRX497185,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341461,SAMD00656867,simple,9739,Tursiops truncatus,SAMD00656867,,,,,female,,no,,,,,NUBS,DRA017425,,public,AC8F8746E8D480ED1DD551C611C481E0,37E7BBF5C3E884EF7F136CA3BD6CDFD2
DRR513300,2023-11-16 12:52:40,2023-11-16 12:58:13,28478363,8543508900,28478363,300,3032,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/513/DRR513300/DRR513300.lite.1,DRX497186,,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,DRP010786,PRJDB16986,,1041639,DRS341462,SAMD00656868,simple,9739,Tursiops truncatus,SAMD00656868,,,,,female,,no,,,,,NUBS,DRA017425,,public,6D3F96D18BF037D44A8D82A53DE21A86,354381D3707676A8B71230287AAA0B9B
